################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -5.5191286828569741E-01 a      1069     0    90     1     1
  4.4287503051154775E-01 a      1070     0    90     1     2
 -2.7061903813145388E-01 a      1071     0    90     1     3
  9.3433986107293954E-01 a      1072     0    90     1     4
  6.9618201322314688E-01 a      1073     0    90     1     5
 -1.7778062511666621E+00 a      1074     0    90     1     6
  9.1717187561629221E-02 a      1075     0    90     1     7
 -1.0723496121586321E-01 a      1076     0    90     1     8
 -6.9574251738012377E-02 a      1077     0    90     1     9
 -4.4401286675787416E-01 a      1078     0    90     1    10
 -1.6123731450473713E-01 a      1079     0    90     1    11
  3.8083408734869717E-01 a      1080     0    90     1    12
  1.0884985310255888E+00 a      1081     0    91     1     1
  2.8060263531598395E-01 a      1082     0    91     1     2
  1.2522813866236898E-01 a      1083     0    91     1     3
 -7.7198529649309633E-01 a      1084     0    91     1     4
  2.7612107911475764E-01 a      1085     0    91     1     5
  6.0423618871998175E-01 a      1086     0    91     1     6
  3.0579575342841792E-01 a      1087     0    91     1     7
  9.4026400241907149E-01 a      1088     0    91     1     8
 -1.3015749709850608E+00 a      1089     0    91     1     9
  2.8530251044091892E-01 a      1090     0    91     1    10
 -7.2070340166569635E-01 a      1091     0    91     1    11
  8.4628726449092118E-01 a      1092     0    91     1    12
 -3.6113691856585728E-01 a      1093     0    92     1     1
  3.5798319637981590E-01 a      1094     0    92     1     2
 -2.1211082936472417E-01 a      1095     0    92     1     3
  5.4250522491632935E-01 a      1096     0    92     1     4
  5.8116299887747236E-01 a      1097     0    92     1     5
 -1.4030711956114619E+00 a      1098     0    92     1     6
  1.5095080939223357E-01 a      1099     0    92     1     7
 -1.9850006357422739E-01 a      1100     0    92     1     8
 -2.0448258233598540E-01 a      1101     0    92     1     9
 -2.1047977072328530E-01 a      1102     0    92     1    10
 -4.3725728418049725E-02 a      1103     0    92     1    11
  3.0984428505985739E-01 a      1104     0    92     1    12
  4.8025210227042714E-01 a      1105     0    93     1     1
  2.7436301350383835E-01 a      1106     0    93     1     2
 -1.8707295750646361E-01 a      1107     0    93     1     3
 -3.2663148995130697E-01 a      1108     0    93     1     4
  1.6998424900312487E-01 a      1109     0    93     1     5
  4.0117119579657462E-01 a      1110     0    93     1     6
  7.2515232303330956E-02 a      1111     0    93     1     7
  4.0431664850891369E-01 a      1112     0    93     1     8
 -4.3881795330214141E-01 a      1113     0    93     1     9
  1.7274926393520965E-02 a      1114     0    93     1    10
 -2.9580435267290467E-01 a      1115     0    93     1    11
  4.7251020139543687E-01 a      1116     0    93     1    12
 -4.1522739459609950E-02 a      1117     0    94     1     1
  1.0291720964713701E-01 a      1118     0    94     1     2
 -3.0493012357190924E-01 a      1119     0    94     1     3
  3.1807670848035519E-01 a      1120     0    94     1     4
  2.4231359766853408E-01 a      1121     0    94     1     5
 -6.8102978255903357E-01 a      1122     0    94     1     6
  3.8839538189327028E-03 a      1123     0    94     1     7
  1.0048948944531477E-01 a      1124     0    94     1     8
 -8.0327701506805294E-02 a      1125     0    94     1     9
 -1.1646146198337547E-01 a      1126     0    94     1    10
 -1.5268498380129836E-01 a      1127     0    94     1    11
  2.4192971950049000E-01 a      1128     0    94     1    12
  3.9406120401636074E-01 a      1129     0    95     1     1
 -5.6449026353799586E-02 a      1130     0    95     1     2
 -8.9484627453179824E-02 a      1131     0    95     1     3
 -1.3418455432673568E-01 a      1132     0    95     1     4
  1.7583264563984011E-01 a      1133     0    95     1     5
 -7.6531642887437690E-02 a      1134     0    95     1     6
 -3.1590668807211286E-02 a      1135     0    95     1     7
  2.3262424134457543E-01 a      1136     0    95     1     8
 -1.3292505859693413E-01 a      1137     0    95     1     9
 -9.5910172638144775E-02 a      1138     0    95     1    10
 -1.7440087549804945E-01 a      1139     0    95     1    11
  2.9837726798716135E-01 a      1140     0    95     1    12
 -1.2897811659264832E-01 a      1141     0    96     1     1
  1.2528803097605892E-01 a      1142     0    96     1     2
 -1.9250781345873177E-01 a      1143     0    96     1     3
  4.8789134354551636E-02 a      1144     0    96     1     4
  2.4434929639165276E-01 a      1145     0    96     1     5
 -3.9515321013284266E-01 a      1146     0    96     1     6
  1.7657056412581692E-02 a      1147     0    96     1     7
 -9.1520212133976361E-02 a      1148     0    96     1     8
  1.0266974447843469E-02 a      1149     0    96     1     9
 -5.2319312341842505E-02 a      1150     0    96     1    10
 -1.5240955710086218E-01 a      1151     0    96     1    11
  2.0734514687704703E-01 a      1152     0    96     1    12
  5.1017469050864114E-02 a      1153     0    97     1     1
  6.8367949142400394E-02 a      1154     0    97     1     2
  5.3750324052216726E-02 a      1155     0    97     1     3
  1.4244966190986341E-02 a      1156     0    97     1     4
  3.1696774375167366E-02 a      1157     0    97     1     5
 -5.4362399081698872E-03 a      1158     0    97     1     6
  5.0170634443642767E-02 a      1159     0    97     1     7
  2.0632961615990436E-01 a      1160     0    97     1     8
  8.0586405209939579E-02 a      1161     0    97     1     9
 -2.0387860125961138E-01 a      1162     0    97     1    10
  6.3634648440092006E-02 a      1163     0    97     1    11
 -2.7240124256400020E-02 a      1164     0    97     1    12
 -8.5593731794007574E-02 a      1165     0    98     1     1
  5.9085497976673326E-02 a      1166     0    98     1     2
  1.6955463838072823E-01 a      1167     0    98     1     3
 -9.6991828293076995E-02 a      1168     0    98     1     4
  1.9217537368547399E-01 a      1169     0    98     1     5
 -1.7223287333239368E-01 a      1170     0    98     1     6
  7.8284130243986241E-02 a      1171     0    98     1     7
  6.9840996594434337E-02 a      1172     0    98     1     8
 -2.0303409766435362E-01 a      1173     0    98     1     9
  1.8144672328631811E-01 a      1174     0    98     1    10
 -1.3726661953522731E-01 a      1175     0    98     1    11
  2.8863185380409509E-02 a      1176     0    98     1    12
  2.5919008672976179E-01 a      1177     0    99     1     1
  7.5611552198313781E-02 a      1178     0    99     1     2
  4.1153572859348414E-01 a      1179     0    99     1     3
  1.3086350363405458E-01 a      1180     0    99     1     4
  7.0987635178036426E-02 a      1181     0    99     1     5
  1.1731737980853810E-01 a      1182     0    99     1     6
 -4.3598746833934283E-02 a      1183     0    99     1     7
  2.4185633236855555E-01 a      1184     0    99     1     8
 -9.2180956045062171E-02 a      1185     0    99     1     9
  5.0556241083590248E-03 a      1186     0    99     1    10
  3.4360802035943543E-02 a      1187     0    99     1    11
  3.1479952792409713E-02 a      1188     0    99     1    12
 -4.2053310739656909E-02 a      1189     0   100     1     1
 -6.2706824738994818E-02 a      1190     0   100     1     2
  2.3146774828078442E-01 a      1191     0   100     1     3
  9.7179939231407761E-02 a      1192     0   100     1     4
  6.2408407378890411E-02 a      1193     0   100     1     5
 -6.1521851977443306E-03 a      1194     0   100     1     6
 -3.1576770745063806E-02 a      1195     0   100     1     7
  5.3061636891326036E-02 a      1196     0   100     1     8
 -3.8726775480713502E-02 a      1197     0   100     1     9
  1.4441642122327082E-02 a      1198     0   100     1    10
  7.1059714431752517E-03 a      1199     0   100     1    11
  5.8263150815379340E-02 a      1200     0   100     1    12
  2.3243427717913523E-01 a      1201     0   101     1     1
 -1.9976409304401043E-02 a      1202     0   101     1     2
  4.8835984538083221E-01 a      1203     0   101     1     3
 -3.3569937015110185E-02 a      1204     0   101     1     4
  3.3214008372816850E-02 a      1205     0   101     1     5
  1.5002432381371261E-01 a      1206     0   101     1     6
  1.3031078584896144E-01 a      1207     0   101     1     7
  2.2090017734230690E-02 a      1208     0   101     1     8
 -4.9340912174405525E-02 a      1209     0   101     1     9
  3.6145131249090544E-02 a      1210     0   101     1    10
 -1.6627619053265269E-01 a      1211     0   101     1    11
  9.3518515856589601E-02 a      1212     0   101     1    12
  7.2351702746473789E-02 a      1213     0   102     1     1
  1.3313841823657474E-01 a      1214     0   102     1     2
  1.2376843313649194E-01 a      1215     0   102     1     3
 -8.5302662397289813E-02 a      1216     0   102     1     4
  1.0449695642027672E-01 a      1217     0   102     1     5
  2.0567004067918221E-01 a      1218     0   102     1     6
  8.2474976252605095E-02 a      1219     0   102     1     7
  1.0749365325819309E-01 a      1220     0   102     1     8
  1.2252920762872913E-01 a      1221     0   102     1     9
  8.1902944151101172E-03 a      1222     0   102     1    10
 -4.5356114950894262E-02 a      1223     0   102     1    11
  2.0837685946705645E-01 a      1224     0   102     1    12
 -4.7254171788073458E-02 a      1225     0   103     1     1
 -9.1372516697722200E-02 a      1226     0   103     1     2
  2.6771188568819149E-01 a      1227     0   103     1     3
  5.5256289325425714E-02 a      1228     0   103     1     4
 -6.9776554938975388E-02 a      1229     0   103     1     5
  3.4287821750336053E-02 a      1230     0   103     1     6
  2.3203974580107345E-01 a      1231     0   103     1     7
 -2.0402485023951972E-01 a      1232     0   103     1     8
 -1.7792638155840454E-01 a      1233     0   103     1     9
 -1.6902284234671681E-02 a      1234     0   103     1    10
 -2.9701634484486888E-01 a      1235     0   103     1    11
  9.3252233984669503E-02 a      1236     0   103     1    12
  3.2621151788577600E-02 a      1237     0   104     1     1
  8.4989184553763961E-02 a      1238     0   104     1     2
  9.3253220832861458E-02 a      1239     0   104     1     3
 -4.9002043000496029E-02 a      1240     0   104     1     4
  8.1748005592596804E-02 a      1241     0   104     1     5
  6.0628982630707727E-02 a      1242     0   104     1     6
  1.7186800712926115E-01 a      1243     0   104     1     7
  2.5769414398278451E-01 a      1244     0   104     1     8
  3.6493501161863495E-01 a      1245     0   104     1     9
  6.8854011777042326E-02 a      1246     0   104     1    10
  8.1133183542786674E-02 a      1247     0   104     1    11
  1.6880611279462240E-01 a      1248     0   104     1    12
  9.2118065422184081E-01 a      1249     0   105     1     1
 -4.2662941994359249E-01 a      1250     0   105     1     2
  3.2558587388029756E+00 a      1251     0   105     1     3
  6.9554403848141910E-01 a      1252     0   105     1     4
 -1.9605338163947861E-01 a      1253     0   105     1     5
  3.9175360309112928E-01 a      1254     0   105     1     6
  5.5442548609716102E-01 a      1255     0   105     1     7
 -7.8767981032762058E-01 a      1256     0   105     1     8
 -5.6707711232143332E-01 a      1257     0   105     1     9
 -5.1966250594984420E-01 a      1258     0   105     1    10
 -7.6618306196833663E-01 a      1259     0   105     1    11
 -4.0413801954208357E-02 a      1260     0   105     1    12
  1.3848688706963723E+00 a      1261     0   106     1     1
  4.9913546550840782E-01 a      1262     0   106     1     2
  6.5555918409602243E-01 a      1263     0   106     1     3
  1.6411969338702546E+00 a      1264     0   106     1     4
  1.5446843608430325E+00 a      1265     0   106     1     5
  1.8808684056077032E+00 a      1266     0   106     1     6
 -7.7389729876974822E-01 a      1267     0   106     1     7
 -4.9929266127058813E-01 a      1268     0   106     1     8
  3.2926306904339531E-01 a      1269     0   106     1     9
  1.2701736355094899E+00 a      1270     0   106     1    10
 -3.0756359891497487E-01 a      1271     0   106     1    11
  3.8362560125765617E-02 a      1272     0   106     1    12
 -5.8504913474795239E-01 a      1273     0   107     1     1
 -3.5003965421698413E-01 a      1274     0   107     1     2
  2.9241112626171955E+00 a      1275     0   107     1     3
  2.9652182625887902E-01 a      1276     0   107     1     4
 -9.8415049473841976E-01 a      1277     0   107     1     5
 -9.8328392028144829E-01 a      1278     0   107     1     6
  1.5811355666561207E+00 a      1279     0   107     1     7
 -3.8202871494299856E-01 a      1280     0   107     1     8
  1.1722898062900833E+00 a      1281     0   107     1     9
  4.7659626753386586E-01 a      1282     0   107     1    10
  7.2826007499951328E-02 a      1283     0   107     1    11
 -8.4469081141713198E-01 a      1284     0   107     1    12
  8.1334800617952430E-01 a      1285     0   108     1     1
  7.1481861566527538E-01 a      1286     0   108     1     2
 -5.7967345104787327E-01 a      1287     0   108     1     3
  9.4589437395531961E-01 a      1288     0   108     1     4
 -2.3907250191227286E-01 a      1289     0   108     1     5
 -2.6503537092121326E-01 a      1290     0   108     1     6
 -9.7737336553101706E-01 a      1291     0   108     1     7
 -9.9118690966156897E-01 a      1292     0   108     1     8
 -8.0098802195670626E-01 a      1293     0   108     1     9
  1.2504742658688531E-01 a      1294     0   108     1    10
 -2.4946312272249249E-02 a      1295     0   108     1    11
 -1.0547679448534688E+00 a      1296     0   108     1    12
 -5.9324372845550644E-01 a      1297     0   109     1     1
  6.1859261873770444E-01 a      1298     0   109     1     2
 -2.7589104680912890E+00 a      1299     0   109     1     3
 -8.3144975253463027E-01 a      1300     0   109     1     4
  1.8450699056005854E-01 a      1301     0   109     1     5
 -4.8433184849060557E-01 a      1302     0   109     1     6
 -1.4675621511615518E+00 a      1303     0   109     1     7
  7.2210722145853623E-01 a      1304     0   109     1     8
  6.1532265973758704E-01 a      1305     0   109     1     9
  2.7385879322839379E-01 a      1306     0   109     1    10
  9.9782585014017777E-01 a      1307     0   109     1    11
  1.2930343243659118E-01 a      1308     0   109     1    12
 -1.0781698065444640E+00 a      1309     0   110     1     1
 -1.9931263630430165E-01 a      1310     0   110     1     2
 -1.4360269643747636E+00 a      1311     0   110     1     3
 -1.4469294169669802E+00 a      1312     0   110     1     4
 -1.7922491553859219E+00 a      1313     0   110     1     5
 -2.1685929840946958E+00 a      1314     0   110     1     6
  3.5655788550727679E-01 a      1315     0   110     1     7
 -1.5782807290411240E-02 a      1316     0   110     1     8
 -9.2618741208512778E-01 a      1317     0   110     1     9
 -1.0985169861862076E+00 a      1318     0   110     1    10
  9.3637695694476319E-01 a      1319     0   110     1    11
 -6.5470586084700555E-01 a      1320     0   110     1    12
  7.5512364421339362E-01 a      1321     0   111     1     1
  9.3732809141825668E-01 a      1322     0   111     1     2
 -4.0463063511620581E+00 a      1323     0   111     1     3
 -1.8393866725375715E-01 a      1324     0   111     1     4
  1.0415218351580500E+00 a      1325     0   111     1     5
  8.4187214182852743E-01 a      1326     0   111     1     6
 -2.1848311218972358E+00 a      1327     0   111     1     7
  6.5499872537017900E-01 a      1328     0   111     1     8
 -1.2725352214844114E+00 a      1329     0   111     1     9
 -4.2238992357788929E-01 a      1330     0   111     1    10
  3.1685602261282791E-01 a      1331     0   111     1    11
  8.5013784218817856E-01 a      1332     0   111     1    12
 -1.0238526025890564E+00 a      1333     0   112     1     1
 -5.8838391747870533E-01 a      1334     0   112     1     2
  7.5870219347805509E-02 a      1335     0   112     1     3
 -1.3419213030049053E+00 a      1336     0   112     1     4
 -6.3938549796277389E-01 a      1337     0   112     1     5
 -4.9608119315025945E-01 a      1338     0   112     1     6
  1.4149376118187658E+00 a      1339     0   112     1     7
  8.1512350093235164E-01 a      1340     0   112     1     8
  5.5109126712019185E-01 a      1341     0   112     1     9
 -7.0966057928760851E-01 a      1342     0   112     1    10
  6.6592719689922009E-01 a      1343     0   112     1    11
  6.2298258368460091E-01 a      1344     0   112     1    12
  4.2090592754621414E-01 a      1345     0   113     1     1
 -3.9586401360469980E-01 a      1346     0   113     1     2
  1.7834517316850245E+00 a      1347     0   113     1     3
  5.5787250893144547E-01 a      1348     0   113     1     4
  1.0598820549628560E-01 a      1349     0   113     1     5
  6.3379092969816975E-01 a      1350     0   113     1     6
  1.3967846078425679E+00 a      1351     0   113     1     7
 -6.6857167697640774E-01 a      1352     0   113     1     8
 -5.1615679079567078E-01 a      1353     0   113     1     9
 -7.6552501238841525E-02 a      1354     0   113     1    10
 -7.2706693530403999E-01 a      1355     0   113     1    11
  3.1437337093653525E-02 a      1356     0   113     1    12
  6.7644431178840281E-01 a      1357     0   114     1     1
 -1.8679523712272406E-01 a      1358     0   114     1     2
  1.3279905685375100E+00 a      1359     0   114     1     3
  1.1279539470718918E+00 a      1360     0   114     1     4
  1.3789498401304410E+00 a      1361     0   114     1     5
  1.6468194890071624E+00 a      1362     0   114     1     6
  3.5091616532944514E-01 a      1363     0   114     1     7
  3.2000637344010185E-01 a      1364     0   114     1     8
  1.6738277318677424E+00 a      1365     0   114     1     9
  8.1322305523284433E-01 a      1366     0   114     1    10
 -5.6772647322143122E-01 a      1367     0   114     1    11
  1.3231023708331906E+00 a      1368     0   114     1    12
 -5.3878672370157976E-01 a      1369     0   115     1     1
 -6.6655601228170713E-01 a      1370     0   115     1     2
  4.3081944664530916E+00 a      1371     0   115     1     3
  3.2716617453201385E-01 a      1372     0   115     1     4
 -7.2473508034862255E-01 a      1373     0   115     1     5
 -6.6182220779060130E-01 a      1374     0   115     1     6
  2.3770397621787684E+00 a      1375     0   115     1     7
 -5.9070021612643564E-01 a      1376     0   115     1     8
  7.6912178570336309E-01 a      1377     0   115     1     9
  5.6490967988110419E-01 a      1378     0   115     1    10
 -7.7454802735057138E-01 a      1379     0   115     1    11
 -6.4666470195880832E-01 a      1380     0   115     1    12
  1.1288718007558576E+00 a      1381     0   116     1     1
  4.2119198874481306E-01 a      1382     0   116     1     2
  5.0890883567124257E-01 a      1383     0   116     1     3
  1.2171024626836036E+00 a      1384     0   116     1     4
  9.5278661011672805E-01 a      1385     0   116     1     5
  8.4632335458310581E-01 a      1386     0   116     1     6
 -8.2112186624273487E-01 a      1387     0   116     1     7
 -2.6078672225486926E-01 a      1388     0   116     1     8
 -1.7642015756209892E-01 a      1389     0   116     1     9
  6.0267324719406912E-01 a      1390     0   116     1    10
 -1.0798662219750248E+00 a      1391     0   116     1    11
 -3.3886847369475626E-01 a      1392     0   116     1    12
  6.5982822697047291E-02 a      1393     0   117     1     1
  4.9056619550375208E-01 a      1394     0   117     1     2
 -8.2123883328014780E-01 a      1395     0   117     1     3
 -4.8179375143593556E-01 a      1396     0   117     1     4
  2.1136485210561859E-01 a      1397     0   117     1     5
 -2.7513033800509967E-01 a      1398     0   117     1     6
 -1.4993205824723623E+00 a      1399     0   117     1     7
  8.5776723866318449E-01 a      1400     0   117     1     8
  2.7429413860965796E-01 a      1401     0   117     1     9
 -2.5390104626380239E-01 a      1402     0   117     1    10
  6.4824713976155290E-01 a      1403     0   117     1    11
  2.2555050999886378E-01 a      1404     0   117     1    12
 -3.9313103257388227E-01 a      1405     0   118     1     1
  7.7912123998907568E-02 a      1406     0   118     1     2
 -8.1263251372251344E-01 a      1407     0   118     1     3
 -1.5206809067619464E+00 a      1408     0   118     1     4
 -9.5231128480388805E-01 a      1409     0   118     1     5
 -1.1687177176946568E+00 a      1410     0   118     1     6
 -2.5678476808013251E-01 a      1411     0   118     1     7
 -8.3484527060543726E-02 a      1412     0   118     1     8
 -1.8859363089701646E+00 a      1413     0   118     1     9
 -4.5519534061346734E-01 a      1414     0   118     1    10
  7.4781577095520402E-01 a      1415     0   118     1    11
 -1.3623738786635133E+00 a      1416     0   118     1    12
  5.4154621703168881E-01 a      1417     0   119     1     1
  8.2438587064571112E-01 a      1418     0   119     1     2
 -2.9668539763442570E+00 a      1419     0   119     1     3
 -2.6494604015385287E-01 a      1420     0   119     1     4
  9.0593045345465828E-01 a      1421     0   119     1     5
  5.9421112063830717E-01 a      1422     0   119     1     6
 -1.6299030018889786E+00 a      1423     0   119     1     7
  8.9925947925077832E-01 a      1424     0   119     1     8
 -6.4669454810201543E-01 a      1425     0   119     1     9
 -6.7188630093696455E-01 a      1426     0   119     1    10
  3.2165394731637198E-01 a      1427     0   119     1    11
  8.1054979028710872E-01 a      1428     0   119     1    12
 -7.4913334387087949E-01 a      1429     0   120     1     1
 -2.0182200921035462E-01 a      1430     0   120     1     2
  2.0679841014030900E-01 a      1431     0   120     1     3
 -7.0430034435266042E-01 a      1432     0   120     1     4
 -6.5752479560869614E-01 a      1433     0   120     1     5
  3.2758148094297099E-02 a      1434     0   120     1     6
  7.7893073439110017E-01 a      1435     0   120     1     7
  1.4410236550979724E-01 a      1436     0   120     1     8
 -5.4004472947555129E-02 a      1437     0   120     1     9
  2.7746073012427674E-01 a      1438     0   120     1    10
  5.9489881192641991E-01 a      1439     0   120     1    11
  5.6905934482938203E-01 a      1440     0   120     1    12
  2.1512524688764037E-01 a      1441     0   121     1     1
 -3.6579488522326908E-01 a      1442     0   121     1     2
  9.7086514844715088E-01 a      1443     0   121     1     3
  4.6731442556156888E-01 a      1444     0   121     1     4
 -4.2609597924326553E-01 a      1445     0   121     1     5
 -3.3312930155927227E-02 a      1446     0   121     1     6
  1.2447613273648255E+00 a      1447     0   121     1     7
 -8.2259414260323738E-01 a      1448     0   121     1     8
  2.4855792645696231E-01 a      1449     0   121     1     9
  1.1023735730758180E-01 a      1450     0   121     1    10
 -3.5478352993482681E-01 a      1451     0   121     1    11
 -2.5016334898756480E-02 a      1452     0   121     1    12
  8.4704037944684574E-01 a      1453     0   122     1     1
 -1.4066737856487249E-01 a      1454     0   122     1     2
 -2.6495962603127809E-01 a      1455     0   122     1     3
  1.2373905880010860E+00 a      1456     0   122     1     4
  3.4984658523947731E-01 a      1457     0   122     1     5
  7.9532345627489687E-01 a      1458     0   122     1     6
  1.3345220343630884E-01 a      1459     0   122     1     7
 -9.8266053577352533E-02 a      1460     0   122     1     8
  6.7976590794726488E-01 a      1461     0   122     1     9
 -5.8907699130096906E-02 a      1462     0   122     1    10
 -4.9425717399115981E-01 a      1463     0   122     1    11
  3.9957155910153525E-01 a      1464     0   122     1    12
 -1.6058255163623247E-02 a      1465     0   123     1     1
 -2.5343463941444383E-01 a      1466     0   123     1     2
 -6.5062242258086778E-01 a      1467     0   123     1     3
 -2.7377720215999035E-01 a      1468     0   123     1     4
 -4.6222503262054043E-02 a      1469     0   123     1     5
 -3.5448810835036532E-01 a      1470     0   123     1     6
 -3.6153474737908053E-01 a      1471     0   123     1     7
  2.3610791471018605E-01 a      1472     0   123     1     8
  2.7083050195002389E-01 a      1473     0   123     1     9
 -2.4801517278761839E-01 a      1474     0   123     1    10
  3.0553314858344455E-01 a      1475     0   123     1    11
  1.5631810474324923E-01 a      1476     0   123     1    12
  1.7939225452115865E-01 a      1477     0   124     1     1
  2.5756934025371803E-01 a      1478     0   124     1     2
  1.4536512095450804E-01 a      1479     0   124     1     3
 -9.8600696174220603E-01 a      1480     0   124     1     4
 -5.1742598277739860E-01 a      1481     0   124     1     5
 -1.6000876464078378E-01 a      1482     0   124     1     6
 -1.8745410569351180E-03 a      1483     0   124     1     7
  3.0513457501027696E-01 a      1484     0   124     1     8
 -4.1347614458689197E-01 a      1485     0   124     1     9
 -6.4286719862093722E-01 a      1486     0   124     1    10
  3.2433500370949619E-01 a      1487     0   124     1    11
 -5.1618862619335393E-01 a      1488     0   124     1    12
  4.0345754853082466E-01 a      1489     0   125     1     1
 -1.6749325222399936E-01 a      1490     0   125     1     2
 -1.4886684076674210E+00 a      1491     0   125     1     3
 -2.0360481745135497E-01 a      1492     0   125     1     4
 -3.3315010453319645E-02 a      1493     0   125     1     5
 -1.0267299734649540E+00 a      1494     0   125     1     6
 -5.8724685221790263E-01 a      1495     0   125     1     7
 -4.2022615908178684E-02 a      1496     0   125     1     8
  6.2236269404088929E-01 a      1497     0   125     1     9
 -5.1307311812817114E-01 a      1498     0   125     1    10
  4.6450089591231158E-01 a      1499     0   125     1    11
  1.7991473541376979E-01 a      1500     0   125     1    12
 -5.8158674932285026E-01 a      1501     0   126     1     1
 -4.9602336800617214E-01 a      1502     0   126     1     2
 -3.8554224002992898E-01 a      1503     0   126     1     3
  4.7391269629631444E-01 a      1504     0   126     1     4
  1.0761885289852640E+00 a      1505     0   126     1     5
 -1.8234391315550416E-01 a      1506     0   126     1     6
 -2.5364453162921874E-01 a      1507     0   126     1     7
  1.0586643242192649E-01 a      1508     0   126     1     8
  5.1688413609117545E-01 a      1509     0   126     1     9
  2.1062113157336443E-01 a      1510     0   126     1    10
 -1.6239414257457277E-01 a      1511     0   126     1    11
 -2.7881302487014845E-02 a      1512     0   126     1    12
  5.9779655941110699E-01 a      1513     0   127     1     1
 -2.6705324025805244E-01 a      1514     0   127     1     2
 -3.0207797836200689E+00 a      1515     0   127     1     3
 -8.9431516344680229E-01 a      1516     0   127     1     4
  4.1215419226954803E-01 a      1517     0   127     1     5
 -9.6327564115452036E-01 a      1518     0   127     1     6
 -1.4947194851440069E+00 a      1519     0   127     1     7
  9.9652937770600847E-01 a      1520     0   127     1     8
  4.4398871124123823E-01 a      1521     0   127     1     9
 -1.4163836692843348E+00 a      1522     0   127     1    10
  1.2301969305197553E+00 a      1523     0   127     1    11
  6.2343235319957768E-01 a      1524     0   127     1    12
 -1.8840535879575784E-01 a      1525     0   128     1     1
  1.1115058076199917E-01 a      1526     0   128     1     2
 -1.7110370417069007E+00 a      1527     0   128     1     3
  2.6784645335340501E-01 a      1528     0   128     1     4
  1.2750814986378887E+00 a      1529     0   128     1     5
 -8.7898641842512970E-01 a      1530     0   128     1     6
  6.5659908570081374E-02 a      1531     0   128     1     7
  1.0723822609408311E+00 a      1532     0   128     1     8
 -9.6241275166762941E-01 a      1533     0   128     1     9
 -3.9857712429629427E-01 a      1534     0   128     1    10
  5.1164054450881603E-02 a      1535     0   128     1    11
 -8.8684910602061251E-01 a      1536     0   128     1    12
 -3.2715889444067420E-01 a      1537     0   129     1     1
 -5.0144651362406989E-01 a      1538     0   129     1     2
 -1.4286917592362358E+00 a      1539     0   129     1     3
  1.8766356877466145E-01 a      1540     0   129     1     4
  3.7885030389237223E-01 a      1541     0   129     1     5
 -5.3431557824610609E-01 a      1542     0   129     1     6
 -6.5512194496306198E-01 a      1543     0   129     1     7
  4.4947110219286163E-01 a      1544     0   129     1     8
  2.7466386944318788E-01 a      1545     0   129     1     9
 -9.5822654143704689E-01 a      1546     0   129     1    10
  5.5146470248547796E-01 a      1547     0   129     1    11
 -1.3767600889291784E-02 a      1548     0   129     1    12
 -6.7555188074277428E-01 a      1549     0   130     1     1
  3.1719773345309971E-01 a      1550     0   130     1     2
  5.0189462659662720E-01 a      1551     0   130     1     3
 -1.5934450366362099E-01 a      1552     0   130     1     4
  3.1934838699714968E-01 a      1553     0   130     1     5
 -1.1463972447239450E-01 a      1554     0   130     1     6
 -1.0356075127728694E-01 a      1555     0   130     1     7
  9.9035146898601600E-01 a      1556     0   130     1     8
 -8.1921859782469697E-01 a      1557     0   130     1     9
 -1.7666183397719110E-01 a      1558     0   130     1    10
  3.6707603413294293E-01 a      1559     0   130     1    11
 -4.5578669764041352E-01 a      1560     0   130     1    12
 -1.8225435458995121E-01 a      1561     0   131     1     1
  5.8228528402945200E-02 a      1562     0   131     1     2
 -1.9114821263423483E+00 a      1563     0   131     1     3
  1.4144596287306261E+00 a      1564     0   131     1     4
 -1.5576828361747672E+00 a      1565     0   131     1     5
 -5.7527427489519567E-01 a      1566     0   131     1     6
 -1.3778721581746149E+00 a      1567     0   131     1     7
 -1.5405785266742080E+00 a      1568     0   131     1     8
  4.9594487197464115E-01 a      1569     0   131     1     9
  1.6807113041505437E-02 a      1570     0   131     1    10
  8.4516782593883311E-01 a      1571     0   131     1    11
 -9.8484795994042015E-02 a      1572     0   131     1    12
 -1.3455925846391668E+00 a      1573     0   132     1     1
  3.6202282086993415E-01 a      1574     0   132     1     2
 -3.3927530563370001E-01 a      1575     0   132     1     3
  2.0679194029635357E+00 a      1576     0   132     1     4
  2.0529838780918834E+00 a      1577     0   132     1     5
 -3.3595080323405506E+00 a      1578     0   132     1     6
  1.9016475625645854E-01 a      1579     0   132     1     7
 -5.6022362050301611E-01 a      1580     0   132     1     8
  1.5636177106291108E-01 a      1581     0   132     1     9
 -8.9026972875486921E-01 a      1582     0   132     1    10
 -2.6734512306732086E+00 a      1583     0   132     1    11
  2.0568167099827335E+00 a      1584     0   132     1    12
  2.4858300493755561E+00 a      1585     0   133     1     1
  1.2634765686045659E+00 a      1586     0   133     1     2
 -4.4726678610923942E+00 a      1587     0   133     1     3
