################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.8776016479738172E-01 a       513     0    43     1     9
 -3.0359319471622258E-02 a       514     0    43     1    10
 -2.9819601383307592E-01 a       515     0    43     1    11
 -7.6830732779035408E-04 a       516     0    43     1    12
 -1.8977180841113542E-01 a       517     0    44     1     1
  5.4551889400503067E-02 a       518     0    44     1     2
  2.4254618425152105E-01 a       519     0    44     1     3
 -2.9715016780943393E-01 a       520     0    44     1     4
 -5.4397989877988412E-02 a       521     0    44     1     5
 -5.0959898168358018E-02 a       522     0    44     1     6
  2.6347861687371898E-01 a       523     0    44     1     7
 -7.7631388820053535E-02 a       524     0    44     1     8
 -9.3544280744037131E-02 a       525     0    44     1     9
  1.5587079368236567E-01 a       526     0    44     1    10
 -1.8609600891205486E-01 a       527     0    44     1    11
  4.3927360810726082E-02 a       528     0    44     1    12
  1.5796198382273932E-01 a       529     0    45     1     1
  2.6330435939508855E-02 a       530     0    45     1     2
  6.2403029967186796E-01 a       531     0    45     1     3
 -8.3251293266413118E-02 a       532     0    45     1     4
 -1.0067290749466237E-01 a       533     0    45     1     5
 -1.4237910206297982E-01 a       534     0    45     1     6
 -2.5384577437594441E-01 a       535     0    45     1     7
  1.2232804635391138E-01 a       536     0    45     1     8
  1.2231316306457247E-01 a       537     0    45     1     9
 -1.6195429639809927E-01 a       538     0    45     1    10
 -8.2707260880568595E-02 a       539     0    45     1    11
 -2.0521792551848484E-02 a       540     0    45     1    12
  1.4392285264058738E-02 a       541     0    46     1     1
  8.6640549126710889E-03 a       542     0    46     1     2
  7.3593180396840874E-02 a       543     0    46     1     3
 -1.6517359977203996E-01 a       544     0    46     1     4
 -3.2895474150091447E-01 a       545     0    46     1     5
 -1.7040866810849634E-01 a       546     0    46     1     6
  1.2411597915050449E-01 a       547     0    46     1     7
  2.3954731362659840E-01 a       548     0    46     1     8
 -7.1267715907256876E-02 a       549     0    46     1     9
 -2.2211478736031208E-02 a       550     0    46     1    10
 -8.6954190471471862E-02 a       551     0    46     1    11
  1.7064932852437070E-01 a       552     0    46     1    12
 -5.7625786188603173E-02 a       553     0    47     1     1
  1.4865128542709255E-01 a       554     0    47     1     2
  5.9285099398626939E-01 a       555     0    47     1     3
  4.4594449262344585E-02 a       556     0    47     1     4
  5.8660244987404984E-02 a       557     0    47     1     5
 -3.8472007419701137E-01 a       558     0    47     1     6
  3.1758783532997059E-03 a       559     0    47     1     7
  1.7147861249992177E-01 a       560     0    47     1     8
  1.4860196413405549E-01 a       561     0    47     1     9
  1.3143912426491263E-02 a       562     0    47     1    10
 -3.7976867631911791E-02 a       563     0    47     1    11
 -6.1320719759930441E-02 a       564     0    47     1    12
 -2.0778509107865548E-01 a       565     0    48     1     1
 -7.7488876941454080E-02 a       566     0    48     1     2
  2.4424404166110084E-01 a       567     0    48     1     3
 -1.3863456747850680E-01 a       568     0    48     1     4
 -2.9234199479452716E-01 a       569     0    48     1     5
 -2.4421692069724657E-01 a       570     0    48     1     6
  1.0361294723138834E-01 a       571     0    48     1     7
  7.2337421180569586E-02 a       572     0    48     1     8
 -3.7954614165163175E-01 a       573     0    48     1     9
 -1.4548140828774472E-01 a       574     0    48     1    10
 -1.2944624914091912E-01 a       575     0    48     1    11
  1.3023334719639526E-01 a       576     0    48     1    12
  6.1651342345367857E-02 a       577     0    49     1     1
  3.0358027712638080E-02 a       578     0    49     1     2
  4.0881151667911969E-01 a       579     0    49     1     3
 -1.8273384105063914E-01 a       580     0    49     1     4
  6.8460147439200036E-02 a       581     0    49     1     5
 -4.4127407877198044E-01 a       582     0    49     1     6
 -1.4022321970302554E-01 a       583     0    49     1     7
  5.8011373904955775E-02 a       584     0    49     1     8
 -6.9487638305153268E-02 a       585     0    49     1     9
 -1.9600640287719417E-02 a       586     0    49     1    10
 -2.5408002518739309E-01 a       587     0    49     1    11
 -8.7766759958893159E-02 a       588     0    49     1    12
 -2.8393258363310092E-01 a       589     0    50     1     1
 -9.9905660544775704E-02 a       590     0    50     1     2
  9.1883992775234666E-02 a       591     0    50     1     3
  1.5056829495949099E-02 a       592     0    50     1     4
  4.6661204151824620E-02 a       593     0    50     1     5
 -2.9243848060258748E-01 a       594     0    50     1     6
  3.5343142378420411E-01 a       595     0    50     1     7
  3.5607068565958949E-01 a       596     0    50     1     8
 -2.8915456481729523E-01 a       597     0    50     1     9
 -2.4649193478853967E-01 a       598     0    50     1    10
  9.7345914125090027E-02 a       599     0    50     1    11
  3.3306177186977470E-01 a       600     0    50     1    12
  5.8217631899003572E-02 a       601     0    51     1     1
  1.6386839359028949E-01 a       602     0    51     1     2
  1.5769385536003730E-01 a       603     0    51     1     3
 -3.3363278702548682E-01 a       604     0    51     1     4
  1.5814312282828816E-01 a       605     0    51     1     5
 -7.1249859509447441E-02 a       606     0    51     1     6
 -5.5450750569173435E-01 a       607     0    51     1     7
  1.8060373796996484E-01 a       608     0    51     1     8
  1.7281464722762765E-01 a       609     0    51     1     9
 -1.7734581085108450E-01 a       610     0    51     1    10
 -8.1988376723894543E-02 a       611     0    51     1    11
  3.3871199706493565E-01 a       612     0    51     1    12
 -2.9859223215118086E-01 a       613     0    52     1     1
 -1.4385132134993145E-01 a       614     0    52     1     2
  2.1291791158144199E-01 a       615     0    52     1     3
  1.4719149183138491E-01 a       616     0    52     1     4
  3.5116915117804864E-01 a       617     0    52     1     5
 -5.3025655394023330E-01 a       618     0    52     1     6
  1.4114035072848599E-01 a       619     0    52     1     7
  3.8318065468219059E-01 a       620     0    52     1     8
 -1.0807337005199324E-01 a       621     0    52     1     9
 -2.3297675970307991E-01 a       622     0    52     1    10
 -3.6969152414898687E-01 a       623     0    52     1    11
  2.4518506130811130E-01 a       624     0    52     1    12
  3.6544400528100995E-01 a       625     0    53     1     1
 -1.7239657030671254E+00 a       626     0    53     1     2
  9.9515261925606813E-01 a       627     0    53     1     3
  3.5632199470788337E+00 a       628     0    53     1     4
 -5.7973088180170584E-01 a       629     0    53     1     5
  7.9470220501946747E+00 a       630     0    53     1     6
  2.8943640379896323E+00 a       631     0    53     1     7
 -4.8873054418335171E-01 a       632     0    53     1     8
  6.1751606128236292E-01 a       633     0    53     1     9
  9.5526787715374895E-01 a       634     0    53     1    10
 -2.4705531298001917E+00 a       635     0    53     1    11
 -2.7041883989809286E+00 a       636     0    53     1    12
 -3.8198351361563403E+00 a       637     0    54     1     1
 -1.9096578712702552E+00 a       638     0    54     1     2
  3.8110800170478880E+00 a       639     0    54     1     3
 -4.5902130150600695E-01 a       640     0    54     1     4
  4.6576035833756518E-01 a       641     0    54     1     5
 -2.8809090372546784E+00 a       642     0    54     1     6
  4.1535382668911547E+00 a       643     0    54     1     7
  5.1182121428203100E+00 a       644     0    54     1     8
 -1.0844092857805230E+00 a       645     0    54     1     9
 -9.4510764478516041E-01 a       646     0    54     1    10
 -4.0197301612117000E+00 a       647     0    54     1    11
  1.8163818912694378E+00 a       648     0    54     1    12
 -6.6715611449543988E-01 a       649     0    55     1     1
  2.1878176491857499E+00 a       650     0    55     1     2
 -4.2687853663349067E+00 a       651     0    55     1     3
 -1.0653471888469072E+01 a       652     0    55     1     4
  3.8478878136822852E+00 a       653     0    55     1     5
 -7.8303333975875455E+00 a       654     0    55     1     6
 -8.0418738168495221E+00 a       655     0    55     1     7
  4.2963405141342337E-01 a       656     0    55     1     8
 -2.3187039838866452E+00 a       657     0    55     1     9
 -3.7991173257448718E+00 a       658     0    55     1    10
  6.7310052615461560E+00 a       659     0    55     1    11
  3.6684159162027372E+00 a       660     0    55     1    12
  5.1931901159076723E+00 a       661     0    56     1     1
  4.7036148895898883E-01 a       662     0    56     1     2
 -7.3994072599479006E+00 a       663     0    56     1     3
  2.4721219813350190E+00 a       664     0    56     1     4
  2.3792372061266760E+00 a       665     0    56     1     5
  2.1573984028131625E+00 a       666     0    56     1     6
 -3.0773855142994955E+00 a       667     0    56     1     7
 -8.4546428213619702E+00 a       668     0    56     1     8
 -5.9831232576864890E+00 a       669     0    56     1     9
 -7.1700942869869599E-01 a       670     0    56     1    10
  7.1301166453314062E+00 a       671     0    56     1    11
 -6.5185907973590895E-01 a       672     0    56     1    12
  1.3070572722761165E+00 a       673     0    57     1     1
  8.3277400510186436E-02 a       674     0    57     1     2
  1.0338428399199409E+00 a       675     0    57     1     3
  6.4602021788199142E+00 a       676     0    57     1     4
 -3.1346856925043940E+00 a       677     0    57     1     5
 -3.2878867852246034E+00 a       678     0    57     1     6
  4.5764436056890805E+00 a       679     0    57     1     7
  3.1101680100241301E-02 a       680     0    57     1     8
  1.5616082609073678E+00 a       681     0    57     1     9
  2.7054799918510688E+00 a       682     0    57     1    10
 -4.1837323547323280E+00 a       683     0    57     1    11
 -1.0224662378231056E-01 a       684     0    57     1    12
  7.2767005225475589E-01 a       685     0    58     1     1
 -3.0755057320109812E-02 a       686     0    58     1     2
  3.0885558558089983E+00 a       687     0    58     1     3
 -1.1767320949475724E+00 a       688     0    58     1     4
 -3.3739668143068551E+00 a       689     0    58     1     5
  2.1973845096987143E+00 a       690     0    58     1     6
 -4.4555210223152991E-01 a       691     0    58     1     7
 -9.2610748144140143E-01 a       692     0    58     1     8
  4.8583541490255175E+00 a       693     0    58     1     9
  1.6484317805858870E+00 a       694     0    58     1    10
 -1.5765705001167398E+00 a       695     0    58     1    11
 -4.5628175891445588E+00 a       696     0    58     1    12
 -5.4950514452723032E-01 a       697     0    59     1     1
 -2.6797733824985541E+00 a       698     0    59     1     2
  3.3722624209754009E+00 a       699     0    59     1     3
  3.4665353983730731E+00 a       700     0    59     1     4
 -1.0951631266014310E+00 a       701     0    59     1     5
  5.8653552833278066E+00 a       702     0    59     1     6
  4.3121006923209340E+00 a       703     0    59     1     7
 -2.6808967377597948E-01 a       704     0    59     1     8
  3.9958912529529012E-01 a       705     0    59     1     9
  4.5527211152166014E-01 a       706     0    59     1    10
 -1.6444856711093689E+00 a       707     0    59     1    11
 -2.9874140148873018E+00 a       708     0    59     1    12
 -1.0425539813240934E+00 a       709     0    60     1     1
 -1.1382449377265342E+00 a       710     0    60     1     2
  1.7823026716556678E+00 a       711     0    60     1     3
 -4.4369573301279980E-01 a       712     0    60     1     4
  6.0551779433078656E-01 a       713     0    60     1     5
 -1.6239431248208029E+00 a       714     0    60     1     6
 -1.2104374946855798E-01 a       715     0    60     1     7
  3.1129341566815376E+00 a       716     0    60     1     8
  4.4289278904871745E+00 a       717     0    60     1     9
  4.0152224252286517E-01 a       718     0    60     1    10
 -6.1130653181002339E+00 a       719     0    60     1    11
  2.5676661552717817E+00 a       720     0    60     1    12
 -1.3666459694700408E+00 a       721     0    61     1     1
  5.2864632167381675E-01 a       722     0    61     1     2
 -6.7815265948330639E-01 a       723     0    61     1     3
 -6.0085139655138917E+00 a       724     0    61     1     4
  3.4097369597619753E+00 a       725     0    61     1     5
  3.2305166970300947E+00 a       726     0    61     1     6
 -6.3333988216879611E+00 a       727     0    61     1     7
 -3.8814006171419675E-02 a       728     0    61     1     8
 -1.1319697414887093E+00 a       729     0    61     1     9
 -1.8573698185759739E+00 a       730     0    61     1    10
  4.2545030796228396E+00 a       731     0    61     1    11
  1.1562274616552848E+00 a       732     0    61     1    12
 -1.2094232577890851E+00 a       733     0    62     1     1
  1.0875247890171451E-01 a       734     0    62     1     2
 -2.9984947886420654E+00 a       735     0    62     1     3
  2.1181336243381210E+00 a       736     0    62     1     4
  5.1994580833023942E+00 a       737     0    62     1     5
 -3.4264049209458496E+00 a       738     0    62     1     6
 -1.8059097472192182E-01 a       739     0    62     1     7
  2.6410022659833510E-01 a       740     0    62     1     8
 -6.5538275128424512E+00 a       741     0    62     1     9
 -2.2491800916448703E+00 a       742     0    62     1    10
  2.6113575708630328E+00 a       743     0    62     1    11
  4.5765706251912421E+00 a       744     0    62     1    12
  1.2657210767866862E+00 a       745     0    63     1     1
  3.3036826932664933E+00 a       746     0    63     1     2
 -2.8661806398108469E+00 a       747     0    63     1     3
 -1.3782692894918245E+00 a       748     0    63     1     4
 -2.3949368218119320E-02 a       749     0    63     1     5
 -5.7788750302401857E+00 a       750     0    63     1     6
 -2.8486582421838365E+00 a       751     0    63     1     7
  4.6805795679094880E-01 a       752     0    63     1     8
  6.5355642039222295E-01 a       753     0    63     1     9
 -2.2436730575198155E-01 a       754     0    63     1    10
 -6.1463213763089419E-01 a       755     0    63     1    11
  3.2191502908972733E+00 a       756     0    63     1    12
 -7.6332910404225934E-02 a       757     0    64     1     1
  3.6406267478144594E-01 a       758     0    64     1     2
  1.1496827541866927E+00 a       759     0    64     1     3
 -7.3627780342993776E-01 a       760     0    64     1     4
 -3.5843183560712344E+00 a       761     0    64     1     5
  1.3131919172636126E+00 a       762     0    64     1     6
  3.0108052139240353E+00 a       763     0    64     1     7
 -9.1717781572228929E-01 a       764     0    64     1     8
 -3.1762463915133794E+00 a       765     0    64     1     9
 -1.7160972070130769E-02 a       766     0    64     1    10
  5.9457757971208558E+00 a       767     0    64     1    11
 -4.5530230201918416E+00 a       768     0    64     1    12
  1.4491927194438272E+00 a       769     0    65     1     1
 -2.0137321590155874E+00 a       770     0    65     1     2
  2.1177991067426940E+00 a       771     0    65     1     3
  5.3327541801693679E+00 a       772     0    65     1     4
 -3.3632029743440008E+00 a       773     0    65     1     5
 -2.6630167778614338E+00 a       774     0    65     1     6
  7.8090072083789721E+00 a       775     0    65     1     7
  3.6439058306824479E-01 a       776     0    65     1     8
  6.5196625398792674E-01 a       777     0    65     1     9
  1.0067136583362146E+00 a       778     0    65     1    10
 -3.6224961114167891E+00 a       779     0    65     1    11
 -1.9860468356397285E+00 a       780     0    65     1    12
  2.9798893623338945E+00 a       781     0    66     1     1
 -2.9564773065762268E-01 a       782     0    66     1     2
  1.0521260332235760E+00 a       783     0    66     1     3
 -2.3789340250076969E+00 a       784     0    66     1     4
 -6.8485039227196411E+00 a       785     0    66     1     5
  3.7318721999834441E+00 a       786     0    66     1     6
 -2.1647672354826814E-01 a       787     0    66     1     7
  6.9235994412281943E-01 a       788     0    66     1     8
  1.0336648070168495E+01 a       789     0    66     1     9
  2.1794908965223616E+00 a       790     0    66     1    10
 -7.3156846536275797E+00 a       791     0    66     1    11
 -1.4406780495526585E+00 a       792     0    66     1    12
 -2.3029127331505310E+00 a       793     0    67     1     1
 -2.9950126240319905E+00 a       794     0    67     1     2
  4.7561509574426255E+00 a       795     0    67     1     3
 -1.2628208940790062E+00 a       796     0    67     1     4
  1.8472790575219629E+00 a       797     0    67     1     5
  6.5368331280925762E+00 a       798     0    67     1     6
 -1.2694165805643494E+00 a       799     0    67     1     7
 -1.0746135944286233E+00 a       800     0    67     1     8
 -8.7854259943819024E-01 a       801     0    67     1     9
  1.1657401820702236E+00 a       802     0    67     1    10
  3.0916913596836832E+00 a       803     0    67     1    11
 -3.3164493976005001E+00 a       804     0    67     1    12
 -3.4252506913956213E+00 a       805     0    68     1     1
  1.8903303107605700E+00 a       806     0    68     1     2
 -1.0220789167989945E+00 a       807     0    68     1     3
  3.7997495960725352E+00 a       808     0    68     1     4
  1.0080192454748211E+01 a       809     0    68     1     5
 -3.9674380919756183E+00 a       810     0    68     1     6
 -5.4681353703335827E+00 a       811     0    68     1     7
 -3.5969633148091756E-01 a       812     0    68     1     8
 -6.1756321629616480E+00 a       813     0    68     1     9
 -2.2179004119903079E+00 a       814     0    68     1    10
  3.2006566637678174E-01 a       815     0    68     1    11
  6.1120108853816770E+00 a       816     0    68     1    12
 -2.0818657875240029E-01 a       817     0    69     1     1
  5.1907687570208880E+00 a       818     0    69     1     2
 -2.0142896762135840E+00 a       819     0    69     1     3
 -4.2777421441805679E+00 a       820     0    69     1     4
  1.4592696861013705E+00 a       821     0    69     1     5
 -7.0439972039804044E-01 a       822     0    69     1     6
 -8.5361210490820270E+00 a       823     0    69     1     7
 -4.3637048681516977E-01 a       824     0    69     1     8
  1.2148415302829969E+00 a       825     0    69     1     9
 -1.7526826201270644E+00 a       826     0    69     1    10
  5.1001206710099101E-01 a       827     0    69     1    11
  3.1168492938959944E+00 a       828     0    69     1    12
  1.2096802440937171E+00 a       829     0    70     1     1
 -2.0323236514079208E+00 a       830     0    70     1     2
  2.0631992592869248E+00 a       831     0    70     1     3
 -2.6627463179098538E+00 a       832     0    70     1     4
 -5.2095820183896473E+00 a       833     0    70     1     5
 -1.0472521403222501E+00 a       834     0    70     1     6
  7.5734199532622144E+00 a       835     0    70     1     7
 -4.3036892935254339E-01 a       836     0    70     1     8
 -1.5932433333218263E+00 a       837     0    70     1     9
  1.1562503224937513E+00 a       838     0    70     1    10
  3.4822002603803162E+00 a       839     0    70     1    11
 -5.1444012055335868E+00 a       840     0    70     1    12
  2.6106525338226505E+00 a       841     0    71     1     1
 -1.6718853713889792E+00 a       842     0    71     1     2
 -1.9430347678278168E+00 a       843     0    71     1     3
  6.2549962416963290E+00 a       844     0    71     1     4
 -3.1193632979150636E+00 a       845     0    71     1     5
 -6.0356359891912694E+00 a       846     0    71     1     6
  8.8520251596154473E+00 a       847     0    71     1     7
  2.4639748291025172E+00 a       848     0    71     1     8
 -2.4756892309138168E-01 a       849     0    71     1     9
 -1.1389963513017447E+00 a       850     0    71     1    10
 -3.9548105886866765E+00 a       851     0    71     1    11
  3.5139970377789853E-01 a       852     0    71     1    12
  5.1142067098365729E-01 a       853     0    72     1     1
  1.6184015875867410E+00 a       854     0    72     1     2
 -5.4284940327489224E+00 a       855     0    72     1     3
  1.1904173223358780E+00 a       856     0    72     1     4
 -2.0534937775879833E+00 a       857     0    72     1     5
  2.0140270596764704E+00 a       858     0    72     1     6
 -6.0100702658565179E+00 a       859     0    72     1     7
  1.1198306249193770E+00 a       860     0    72     1     8
  6.5209713297834604E+00 a       861     0    72     1     9
 -8.4689161949968705E-01 a       862     0    72     1    10
 -6.7467274815898266E+00 a       863     0    72     1    11
  1.6892492314458831E+00 a       864     0    72     1    12
 -3.3441188843649359E+00 a       865     0    73     1     1
 -2.9310440626820027E+00 a       866     0    73     1     2
  5.7255654761910275E+00 a       867     0    73     1     3
 -3.5538111336844738E+00 a       868     0    73     1     4
  3.0926936919161232E+00 a       869     0    73     1     5
  5.3592829910769693E+00 a       870     0    73     1     6
 -1.8374602469096279E+00 a       871     0    73     1     7
 -2.1065445342551690E+00 a       872     0    73     1     8
 -1.0844447510715127E+00 a       873     0    73     1     9
  4.5387644019581517E+00 a       874     0    73     1    10
  4.7861090542703906E+00 a       875     0    73     1    11
 -1.8772598855085934E+00 a       876     0    73     1    12
 -3.2058482364033409E+00 a       877     0    74     1     1
  2.5001143522116692E-01 a       878     0    74     1     2
  6.6933253086740550E+00 a       879     0    74     1     3
  3.2641079897951947E-01 a       880     0    74     1     4
  7.9446353151623645E+00 a       881     0    74     1     5
 -4.3302805546318539E-02 a       882     0    74     1     6
 -1.4572390767690611E+00 a       883     0    74     1     7
 -5.9956581767656003E-01 a       884     0    74     1     8
 -8.0046952152881428E+00 a       885     0    74     1     9
  1.6742946698001300E+00 a       886     0    74     1    10
  8.9026333699865070E+00 a       887     0    74     1    11
  1.0588660942690389E+00 a       888     0    74     1    12
  1.1920796961140774E+00 a       889     0    75     1     1
  5.3740857311605295E+00 a       890     0    75     1     2
 -1.7736105155066122E+00 a       891     0    75     1     3
 -2.5062981789537560E+00 a       892     0    75     1     4
 -1.9175220256477135E+00 a       893     0    75     1     5
 -1.1749559369692451E-01 a       894     0    75     1     6
 -5.0604014947132079E+00 a       895     0    75     1     7
 -1.2921734444696570E-01 a       896     0    75     1     8
  1.6496354034296958E+00 a       897     0    75     1     9
 -4.9390434247694364E+00 a       898     0    75     1    10
 -4.3736925037403003E+00 a       899     0    75     1    11
  1.4260610389007400E+00 a       900     0    75     1    12
  5.3666094222882457E+00 a       901     0    76     1     1
 -2.3664015235559011E+00 a       902     0    76     1     2
 -4.6379217790318439E+00 a       903     0    76     1     3
 -2.3811536877775761E+00 a       904     0    76     1     4
 -1.0042543392968620E+01 a       905     0    76     1     5
 -1.9606333691617097E+00 a       906     0    76     1     6
  8.4916978100721554E+00 a       907     0    76     1     7
  6.4780956851570537E-02 a       908     0    76     1     8
  5.2936347956871668E+00 a       909     0    76     1     9
 -6.4416826496126650E-02 a       910     0    76     1    10
 -6.5600776897706892E+00 a       911     0    76     1    11
 -3.6331451167943335E-01 a       912     0    76     1    12
  2.1254717417080884E+00 a       913     0    77     1     1
 -5.4720665673137976E+00 a       914     0    77     1     2
 -2.9998967196126824E+00 a       915     0    77     1     3
  5.7505679924089863E+00 a       916     0    77     1     4
 -2.0841522340926999E-01 a       917     0    77     1     5
 -2.0993391541525037E+00 a       918     0    77     1     6
  5.5362421915902651E+00 a       919     0    77     1     7
  4.6122819558227990E+00 a       920     0    77     1     8
 -9.3099040031382674E-01 a       921     0    77     1     9
  1.9459331270613398E+00 a       922     0    77     1    10
  2.6472907100878884E+00 a       923     0    77     1    11
 -1.4342430601492786E+00 a       924     0    77     1    12
 -4.3760801738004682E+00 a       925     0    78     1     1
  4.4055141670117672E+00 a       926     0    78     1     2
  4.4655334201338848E+00 a       927     0    78     1     3
  1.1459545248527812E+00 a       928     0    78     1     4
  6.6057311347985763E+00 a       929     0    78     1     5
 -2.9075187085281445E-01 a       930     0    78     1     6
 -7.7518030142706849E+00 a       931     0    78     1     7
 -4.8009760091178277E-01 a       932     0    78     1     8
  5.6531282860930110E-01 a       933     0    78     1     9
 -8.7692507471808390E-01 a       934     0    78     1    10
 -2.0933769593471165E+00 a       935     0    78     1    11
 -2.5711313437468273E+00 a       936     0    78     1    12
  4.2475916972081890E-01 a       937     0    79     1     1
  1.5470277457664503E+00 a       938     0    79     1     2
  3.0197003040189303E+00 a       939     0    79     1     3
 -2.4529026079648504E+00 a       940     0    79     1     4
  6.0273292695452552E-01 a       941     0    79     1     5
 -2.1309287652377189E+00 a       942     0    79     1     6
 -8.1672848010431203E+00 a       943     0    79     1     7
 -3.2569336103825770E+00 a       944     0    79     1     8
 -4.3490321850447772E-01 a       945     0    79     1     9
  1.1712558474754482E+00 a       946     0    79     1    10
 -2.3342175022960365E+00 a       947     0    79     1    11
  2.7531186011574795E+00 a       948     0    79     1    12
  3.2534997137368098E+00 a       949     0    80     1     1
 -2.4907896994185013E+00 a       950     0    80     1     2
  1.1044515445427461E+01 a       951     0    80     1     3
 -8.7808083338352958E+00 a       952     0    80     1     4
  2.6372154920081901E+00 a       953     0    80     1     5
  9.6774814230016979E+00 a       954     0    80     1     6
  7.6088092208723506E+00 a       955     0    80     1     7
 -5.5257997026565686E+00 a       956     0    80     1     8
  2.0260472026409501E-01 a       957     0    80     1     9
  5.5784210212708176E+00 a       958     0    80     1    10
  4.9266821330097610E+00 a       959     0    80     1    11
 -1.6884314230515876E+00 a       960     0    80     1    12
  8.4528580828662037E+00 a       961     0    81     1     1
  2.8016212911594528E-02 a       962     0    81     1     2
  6.6256865909812612E-01 a       963     0    81     1     3
  1.5174646141082297E+00 a       964     0    81     1     4
 -1.6283541927013567E+00 a       965     0    81     1     5
  2.8274861110946592E+00 a       966     0    81     1     6
 -1.2981433598217564E+00 a       967     0    81     1     7
  1.0970854114548758E+00 a       968     0    81     1     8
  1.5210174592474708E+00 a       969     0    81     1     9
 -7.6541479579076288E+00 a       970     0    81     1    10
 -1.0158116678610911E+01 a       971     0    81     1    11
  1.1679877880384955E+00 a       972     0    81     1    12
 -2.2105320406790154E+00 a       973     0    82     1     1
  1.1626836959398985E+00 a       974     0    82     1     2
 -5.9803010652689368E+00 a       975     0    82     1     3
  3.6347803796657505E+00 a       976     0    82     1     4
 -4.3682805791113362E+00 a       977     0    82     1     5
 -4.3599920788241748E+00 a       978     0    82     1     6
  7.1808610004672957E+00 a       979     0    82     1     7
 -2.5514660891078487E+00 a       980     0    82     1     8
  3.4672137081142678E+00 a       981     0    82     1     9
 -5.5129895378844509E+00 a       982     0    82     1    10
 -1.2832137229693265E+01 a       983     0    82     1    11
 -3.7961722322343033E-01 a       984     0    82     1    12
 -4.8167665950829193E+00 a       985     0    83     1     1
 -6.1635506781446256E+00 a       986     0    83     1     2
 -8.9653017191746809E-01 a       987     0    83     1     3
 -3.9245552530192418E-01 a       988     0    83     1     4
  3.1296788981563028E+00 a       989     0    83     1     5
  7.0789107584105571E+00 a       990     0    83     1     6
  5.1985410769985378E+00 a       991     0    83     1     7
  3.7144950945264794E+00 a       992     0    83     1     8
  1.1832384374124625E+00 a       993     0    83     1     9
  8.0784051399389707E+00 a       994     0    83     1    10
  1.0904187113318425E+01 a       995     0    83     1    11
 -3.7205366045187862E+00 a       996     0    83     1    12
  5.7426478018387805E-01 a       997     0    84     1     1
  2.5341857621579256E+00 a       998     0    84     1     2
  1.2832276232467741E+01 a       999     0    84     1     3
 -3.7700972656909562E+00 a      1000     0    84     1     4
  9.8505237342384522E+00 a      1001     0    84     1     5
 -1.0327869258907876E+01 a      1002     0    84     1     6
 -1.3882506362493828E+01 a      1003     0    84     1     7
 -4.6841482342069352E+00 a      1004     0    84     1     8
 -3.3737782926008673E+00 a      1005     0    84     1     9
  3.7637879476278728E+00 a      1006     0    84     1    10
 -1.2026478223796784E+00 a      1007     0    84     1    11
 -3.6650376365262263E+00 a      1008     0    84     1    12
 -2.2940661631326900E+00 a      1009     0    85     1     1
  3.6244301976879214E+00 a      1010     0    85     1     2
  3.0505285890570732E+00 a      1011     0    85     1     3
 -3.1230236116126879E+00 a      1012     0    85     1     4
  3.6915560837708430E+00 a      1013     0    85     1     5
  2.8849837910991281E+00 a      1014     0    85     1     6
 -4.4344871379297333E+00 a      1015     0    85     1     7
 -6.4550971729450879E+00 a      1016     0    85     1     8
 -2.4257289498402090E+00 a      1017     0    85     1     9
 -3.3201801892109297E+00 a      1018     0    85     1    10
 -7.0628821009705680E+00 a      1019     0    85     1    11
  3.3976821076779076E+00 a      1020     0    85     1    12
  3.1259174340046787E+00 a      1021     0    86     1     1
 -2.0903255436157447E-01 a      1022     0    86     1     2
 -5.3617024882243891E+00 a      1023     0    86     1     3
  1.9233852256925981E+00 a      1024     0    86     1     4
 -5.5900072444157258E+00 a      1025     0    86     1     5
 -3.7473414195346479E+00 a      1026     0    86     1     6
  2.8528569736337275E+00 a      1027     0    86     1     7
 -1.2421093278318684E+00 a      1028     0    86     1     8
 -3.0762471446803055E+00 a      1029     0    86     1     9
 -4.6572516295537918E+00 a      1030     0    86     1    10
 -3.6064776807746934E+00 a      1031     0    86     1    11
  6.5764670396619929E+00 a      1032     0    86     1    12
  8.1799088199088454E-01 a      1033     0    87     1     1
 -4.3764234093412906E+00 a      1034     0    87     1     2
  1.2281765111323328E+00 a      1035     0    87     1     3
 -2.2797280296189690E+00 a      1036     0    87     1     4
  9.6317057543764073E-01 a      1037     0    87     1     5
  1.6564713407947245E+01 a      1038     0    87     1     6
  1.8627352110705728E+00 a      1039     0    87     1     7
  7.6493002832464363E-01 a      1040     0    87     1     8
  2.4919167087969822E+00 a      1041     0    87     1     9
  1.6730895216101882E+00 a      1042     0    87     1    10
 -4.3415953865946072E-02 a      1043     0    87     1    11
 -3.1969889530546496E+00 a      1044     0    87     1    12
 -1.9575370475359726E+00 a      1045     0    88     1     1
  5.6102150292312345E+00 a      1046     0    88     1     2
  8.7390131999593486E+00 a      1047     0    88     1     3
 -2.7520839787005356E+00 a      1048     0    88     1     4
  3.3074132171767627E+00 a      1049     0    88     1     5
