################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.2751452616427493E+01 a      1050     0    88     1     6
 -4.3346410407111202E+00 a      1051     0    88     1     7
 -7.4816184657537361E+00 a      1052     0    88     1     8
 -1.9488678056802264E+00 a      1053     0    88     1     9
  1.8276023731349900E+00 a      1054     0    88     1    10
 -1.4083026500728513E+01 a      1055     0    88     1    11
 -3.5395029943207086E+00 a      1056     0    88     1    12
  1.2731371497695059E+00 a      1057     0    89     1     1
 -6.7723506393481725E-01 a      1058     0    89     1     2
  4.0042509971481993E-01 a      1059     0    89     1     3
  2.1113246379585476E-01 a      1060     0    89     1     4
  5.2681903824620580E-01 a      1061     0    89     1     5
 -3.2953762459893645E+00 a      1062     0    89     1     6
 -7.8348242355588915E-01 a      1063     0    89     1     7
  3.1382807822479414E-01 a      1064     0    89     1     8
 -3.1233276011175942E-01 a      1065     0    89     1     9
 -5.2504747765625370E-01 a      1066     0    89     1    10
 -1.6836636439053163E-01 a      1067     0    89     1    11
  3.1022317050931247E-01 a      1068     0    89     1    12
  1.5186318865912118E+00 a      1069     0    90     1     1
 -2.0984592611537285E+00 a      1070     0    90     1     2
  4.7920298563465369E-01 a      1071     0    90     1     3
  1.0974577701083110E+00 a      1072     0    90     1     4
  2.7276735606901181E+00 a      1073     0    90     1     5
  2.6066018068139734E+00 a      1074     0    90     1     6
  1.0816912007691635E+00 a      1075     0    90     1     7
 -3.3148629691755988E-01 a      1076     0    90     1     8
  4.6778433172788758E-01 a      1077     0    90     1     9
 -1.5499564827445980E+00 a      1078     0    90     1    10
  2.2289299723485412E+00 a      1079     0    90     1    11
 -1.3230569087953625E+00 a      1080     0    90     1    12
  8.1805594545241100E-01 a      1081     0    91     1     1
 -5.0665864087961365E-01 a      1082     0    91     1     2
  3.6323536998559730E-01 a      1083     0    91     1     3
  8.5905749994444752E-02 a      1084     0    91     1     4
  2.7615409671198150E-02 a      1085     0    91     1     5
 -2.4944079679098157E+00 a      1086     0    91     1     6
 -4.9652744750418681E-01 a      1087     0    91     1     7
  8.7351174196980172E-02 a      1088     0    91     1     8
 -2.6433307084132357E-01 a      1089     0    91     1     9
 -3.4266506765280763E-01 a      1090     0    91     1    10
  8.4467901579777648E-04 a      1091     0    91     1    11
  3.3149027908040068E-01 a      1092     0    91     1    12
  8.3587773183518987E-01 a      1093     0    92     1     1
 -1.2795432527696946E+00 a      1094     0    92     1     2
  4.9728759673509088E-01 a      1095     0    92     1     3
  5.1261347178877892E-01 a      1096     0    92     1     4
  1.7452871294545518E+00 a      1097     0    92     1     5
  1.8630955064799399E+00 a      1098     0    92     1     6
  8.3973838343746643E-01 a      1099     0    92     1     7
 -5.6864207017970458E-02 a      1100     0    92     1     8
  5.1747034047151041E-01 a      1101     0    92     1     9
 -8.7614806603264694E-01 a      1102     0    92     1    10
  1.5308592020971517E+00 a      1103     0    92     1    11
 -7.8514383023123258E-01 a      1104     0    92     1    12
  7.0986794863490432E-01 a      1105     0    93     1     1
  2.6168080357261000E-03 a      1106     0    93     1     2
  5.7717504168215783E-01 a      1107     0    93     1     3
  2.2220298118049059E-01 a      1108     0    93     1     4
  3.7687038818268799E-02 a      1109     0    93     1     5
 -1.5108699407963386E+00 a      1110     0    93     1     6
 -3.4352431372142833E-01 a      1111     0    93     1     7
  3.2209477666735604E-02 a      1112     0    93     1     8
 -5.6284489456260980E-02 a      1113     0    93     1     9
 -1.0222311903627417E-01 a      1114     0    93     1    10
 -5.5214710124180583E-02 a      1115     0    93     1    11
 -3.7918823238471261E-03 a      1116     0    93     1    12
  1.7070862911810930E-01 a      1117     0    94     1     1
 -5.8583040353143934E-01 a      1118     0    94     1     2
  4.8124015495165190E-01 a      1119     0    94     1     3
  1.9427019796911657E-01 a      1120     0    94     1     4
  7.8538075946424102E-01 a      1121     0    94     1     5
  9.8449958007286531E-01 a      1122     0    94     1     6
  7.8338859422260199E-01 a      1123     0    94     1     7
  3.5573222937114173E-02 a      1124     0    94     1     8
  2.8840410511096998E-01 a      1125     0    94     1     9
 -3.9800844594862239E-01 a      1126     0    94     1    10
  6.7561582629877437E-01 a      1127     0    94     1    11
 -5.5996644625734160E-01 a      1128     0    94     1    12
  4.2151321489560378E-01 a      1129     0    95     1     1
  1.2513371968688833E-01 a      1130     0    95     1     2
  5.4457385215363441E-01 a      1131     0    95     1     3
  2.4793083865700186E-01 a      1132     0    95     1     4
 -1.1828828654514786E-01 a      1133     0    95     1     5
 -8.6803124606131910E-01 a      1134     0    95     1     6
 -3.3902210408590433E-01 a      1135     0    95     1     7
  1.9551166723589938E-01 a      1136     0    95     1     8
 -1.1481639699087086E-01 a      1137     0    95     1     9
 -1.5249236791272830E-01 a      1138     0    95     1    10
 -2.6624397843558095E-01 a      1139     0    95     1    11
  1.3133908705373973E-01 a      1140     0    95     1    12
  1.0948871092620675E-01 a      1141     0    96     1     1
 -1.0332161096724760E-01 a      1142     0    96     1     2
  3.9526204390783548E-01 a      1143     0    96     1     3
 -2.2029953964779589E-01 a      1144     0    96     1     4
 -9.5195171236533760E-02 a      1145     0    96     1     5
  5.9633388516775543E-01 a      1146     0    96     1     6
  6.1028133464921508E-01 a      1147     0    96     1     7
  4.2993943761299641E-02 a      1148     0    96     1     8
  2.7629977926866045E-01 a      1149     0    96     1     9
  5.8927180446622512E-02 a      1150     0    96     1    10
  1.0269368434007872E-01 a      1151     0    96     1    11
 -3.2386139485589904E-01 a      1152     0    96     1    12
  2.4837420059659929E-01 a      1153     0    97     1     1
  3.1656385859115989E-03 a      1154     0    97     1     2
  8.3166141829550033E-01 a      1155     0    97     1     3
  2.6524407646138209E-01 a      1156     0    97     1     4
 -8.4829470675404264E-02 a      1157     0    97     1     5
 -4.9499014371604771E-01 a      1158     0    97     1     6
 -9.6931137642294288E-02 a      1159     0    97     1     7
  1.5736751418274730E-01 a      1160     0    97     1     8
  3.9857340187414957E-03 a      1161     0    97     1     9
 -7.2968487931703241E-02 a      1162     0    97     1    10
 -3.3766549113713762E-01 a      1163     0    97     1    11
  3.2753709048914212E-02 a      1164     0    97     1    12
  7.1633720110784616E-02 a      1165     0    98     1     1
  2.3091533017939342E-01 a      1166     0    98     1     2
  3.4743824477130120E-01 a      1167     0    98     1     3
 -4.5111150106356843E-02 a      1168     0    98     1     4
 -3.0295696285092077E-01 a      1169     0    98     1     5
  1.4990732274723997E-01 a      1170     0    98     1     6
  2.6873787305020469E-01 a      1171     0    98     1     7
  1.1123014363892118E-01 a      1172     0    98     1     8
 -1.1661236642964395E-01 a      1173     0    98     1     9
 -8.1898893544356213E-02 a      1174     0    98     1    10
 -4.7952920396231715E-03 a      1175     0    98     1    11
  7.4750011474087136E-02 a      1176     0    98     1    12
  1.8383489106810286E-02 a      1177     0    99     1     1
  1.5804990814183764E-01 a      1178     0    99     1     2
  5.8286250097209935E-01 a      1179     0    99     1     3
  9.6864379068940715E-02 a      1180     0    99     1     4
 -5.6886737481791509E-02 a      1181     0    99     1     5
 -2.6895737699084810E-01 a      1182     0    99     1     6
  3.9246754849160036E-02 a      1183     0    99     1     7
 -4.1602020600564355E-03 a      1184     0    99     1     8
  1.1624949824457999E-01 a      1185     0    99     1     9
  6.8019239886556171E-02 a      1186     0    99     1    10
 -2.3757786013697432E-01 a      1187     0    99     1    11
 -1.1998196741392940E-01 a      1188     0    99     1    12
 -6.6410487381685562E-02 a      1189     0   100     1     1
  1.1762888563204134E-01 a      1190     0   100     1     2
  1.2552640667439810E-01 a      1191     0   100     1     3
 -2.3942169869631943E-01 a      1192     0   100     1     4
 -6.9014552617880309E-02 a      1193     0   100     1     5
 -6.6788876252332000E-02 a      1194     0   100     1     6
  3.0086881413922112E-01 a      1195     0   100     1     7
  1.7077908761143377E-02 a      1196     0   100     1     8
 -2.7517445726598155E-01 a      1197     0   100     1     9
 -4.6875030869736642E-02 a      1198     0   100     1    10
 -4.5839033391442033E-02 a      1199     0   100     1    11
  1.5038887833629725E-02 a      1200     0   100     1    12
  1.2319802985453339E-01 a      1201     0   101     1     1
  1.9660678503362727E-01 a      1202     0   101     1     2
  5.1443164039240774E-01 a      1203     0   101     1     3
 -7.7247363088976395E-02 a      1204     0   101     1     4
  7.3358948357965109E-02 a      1205     0   101     1     5
 -1.8319763170264261E-01 a      1206     0   101     1     6
 -1.4924428081971619E-01 a      1207     0   101     1     7
 -2.9453454824461326E-02 a      1208     0   101     1     8
 -7.0736937941471179E-02 a      1209     0   101     1     9
 -1.3390910525307440E-01 a      1210     0   101     1    10
 -2.2859866692719041E-02 a      1211     0   101     1    11
  2.5622426481597505E-02 a      1212     0   101     1    12
 -2.5975637573342242E-01 a      1213     0   102     1     1
  1.0389913085035410E-01 a      1214     0   102     1     2
  2.3760241042848659E-01 a      1215     0   102     1     3
 -5.9301073407651582E-02 a      1216     0   102     1     4
 -5.5011253720122243E-02 a      1217     0   102     1     5
 -3.5135389772026454E-01 a      1218     0   102     1     6
  1.7581350177037686E-01 a      1219     0   102     1     7
  8.9870872808138505E-02 a      1220     0   102     1     8
 -3.9801772271904629E-01 a      1221     0   102     1     9
 -3.3021423334781907E-01 a      1222     0   102     1    10
  2.5732606443845483E-02 a      1223     0   102     1    11
  2.9633982848441481E-01 a      1224     0   102     1    12
 -4.8680361825863903E-02 a      1225     0   103     1     1
  2.3266174051971580E-01 a      1226     0   103     1     2
  3.8381576764466580E-01 a      1227     0   103     1     3
 -1.7535943888874397E-01 a      1228     0   103     1     4
  3.1012068131331370E-02 a      1229     0   103     1     5
 -3.9296474267800308E-01 a      1230     0   103     1     6
 -1.2794181276870281E-01 a      1231     0   103     1     7
  2.0608797053998634E-01 a      1232     0   103     1     8
  2.1301069167382978E-03 a      1233     0   103     1     9
 -2.0162940584570002E-01 a      1234     0   103     1    10
 -1.2858191349061185E-01 a      1235     0   103     1    11
  3.3836704998889910E-02 a      1236     0   103     1    12
 -2.2595523867188730E-01 a      1237     0   104     1     1
 -1.1888963831799938E-01 a      1238     0   104     1     2
  2.9208072949293390E-01 a      1239     0   104     1     3
  2.4358840669638782E-02 a      1240     0   104     1     4
 -4.5173176579952332E-02 a      1241     0   104     1     5
 -4.5797866721607572E-01 a      1242     0   104     1     6
  3.3719206663626528E-01 a      1243     0   104     1     7
  3.0229377163583188E-01 a      1244     0   104     1     8
 -3.6529637255611797E-01 a      1245     0   104     1     9
 -3.2423160054166200E-01 a      1246     0   104     1    10
 -1.1890977972370316E-01 a      1247     0   104     1    11
  4.0737278781552400E-01 a      1248     0   104     1    12
  2.1919181229449328E-01 a      1249     0   105     1     1
  6.8884712833351169E-01 a      1250     0   105     1     2
 -1.2916409917655185E+00 a      1251     0   105     1     3
 -1.1948796163601363E+00 a      1252     0   105     1     4
  2.6381986999788198E-01 a      1253     0   105     1     5
 -3.2785366972624717E+00 a      1254     0   105     1     6
 -1.1719724120714856E+00 a      1255     0   105     1     7
  1.2191363537381497E-01 a      1256     0   105     1     8
 -1.9167346639453314E-01 a      1257     0   105     1     9
  3.1365232912326526E-03 a      1258     0   105     1    10
  5.9045413702574678E-01 a      1259     0   105     1    11
  1.0725427295832548E+00 a      1260     0   105     1    12
  1.7753638436429531E+00 a      1261     0   106     1     1
 -1.0507550435235570E-01 a      1262     0   106     1     2
 -1.1526100826517309E+00 a      1263     0   106     1     3
  6.2626642714460268E-01 a      1264     0   106     1     4
  1.5907126294480295E-02 a      1265     0   106     1     5
  1.2229825285707432E+00 a      1266     0   106     1     6
 -9.0701960950557725E-01 a      1267     0   106     1     7
 -3.0223488063301254E+00 a      1268     0   106     1     8
 -8.8997927801800769E-01 a      1269     0   106     1     9
  2.6101609342972336E-02 a      1270     0   106     1    10
  1.8767456963637767E+00 a      1271     0   106     1    11
 -1.9580352340169076E+00 a      1272     0   106     1    12
  4.1868151490158212E-01 a      1273     0   107     1     1
 -5.3630182308320185E-01 a      1274     0   107     1     2
  1.1600615210642449E+00 a      1275     0   107     1     3
  2.6382643770581296E+00 a      1276     0   107     1     4
 -1.1538583157856104E+00 a      1277     0   107     1     5
 -4.1554403754603025E-01 a      1278     0   107     1     6
  2.3616854770460876E+00 a      1279     0   107     1     7
 -2.2309047979591837E-01 a      1280     0   107     1     8
  5.1606991397518709E-01 a      1281     0   107     1     9
  7.9126360317660949E-01 a      1282     0   107     1    10
 -1.5376119823924630E+00 a      1283     0   107     1    11
 -5.2506187456794762E-01 a      1284     0   107     1    12
  1.0209634599408430E+00 a      1285     0   108     1     1
 -2.0724826785544878E-01 a      1286     0   108     1     2
  7.8538651197514309E-01 a      1287     0   108     1     3
 -1.9169061490629385E-01 a      1288     0   108     1     4
 -8.2374614953042646E-01 a      1289     0   108     1     5
  9.5081115125896087E-01 a      1290     0   108     1     6
 -7.3562875890206014E-01 a      1291     0   108     1     7
 -8.6699283326395482E-01 a      1292     0   108     1     8
  2.4654965154390194E+00 a      1293     0   108     1     9
  9.0125760092785556E-01 a      1294     0   108     1    10
 -1.0128514299630615E+00 a      1295     0   108     1    11
 -1.8654709440893584E+00 a      1296     0   108     1    12
 -5.8010885746186391E-01 a      1297     0   109     1     1
 -8.0212414657740672E-01 a      1298     0   109     1     2
  1.4595282917489298E+00 a      1299     0   109     1     3
  6.3699276365836222E-01 a      1300     0   109     1     4
  1.2584059957285487E-02 a      1301     0   109     1     5
  3.0899239871200788E+00 a      1302     0   109     1     6
  4.8772065948411308E-01 a      1303     0   109     1     7
 -1.7754073585358915E-01 a      1304     0   109     1     8
  7.2323050274522738E-02 a      1305     0   109     1     9
  2.3943701736966947E-02 a      1306     0   109     1    10
 -1.0071425381776690E-01 a      1307     0   109     1    11
 -8.2288546345244529E-01 a      1308     0   109     1    12
 -5.3683560071569780E-01 a      1309     0   110     1     1
 -5.2857448296301668E-01 a      1310     0   110     1     2
  8.8843752915766683E-01 a      1311     0   110     1     3
  2.0500787305559234E-01 a      1312     0   110     1     4
  6.7120201673440671E-01 a      1313     0   110     1     5
 -1.0757991273075136E+00 a      1314     0   110     1     6
 -2.9533613017923988E-01 a      1315     0   110     1     7
  1.2139202497459787E+00 a      1316     0   110     1     8
  1.6954299237774513E+00 a      1317     0   110     1     9
 -9.3060438950507262E-03 a      1318     0   110     1    10
 -2.7342696170757170E+00 a      1319     0   110     1    11
  1.1593674822578199E+00 a      1320     0   110     1    12
 -4.1346118773724094E-01 a      1321     0   111     1     1
  6.6334813108936630E-01 a      1322     0   111     1     2
 -5.3890324030762149E-01 a      1323     0   111     1     3
 -2.5279754448743503E+00 a      1324     0   111     1     4
  1.3009783246213773E+00 a      1325     0   111     1     5
  8.5009471978562046E-01 a      1326     0   111     1     6
 -2.9544264691777573E+00 a      1327     0   111     1     7
  6.3732238137596792E-02 a      1328     0   111     1     8
 -3.2268685113761481E-01 a      1329     0   111     1     9
 -7.2408327407766748E-01 a      1330     0   111     1    10
  1.5330159675132129E+00 a      1331     0   111     1    11
  8.7814974949206470E-01 a      1332     0   111     1    12
 -9.1110776173601837E-01 a      1333     0   112     1     1
 -3.4167836039374420E-02 a      1334     0   112     1     2
 -7.9391167937014295E-01 a      1335     0   112     1     3
  5.6491838582231957E-01 a      1336     0   112     1     4
  2.0759953320610425E+00 a      1337     0   112     1     5
 -1.9350540522993083E+00 a      1338     0   112     1     6
  4.0545292084481710E-01 a      1339     0   112     1     7
  6.8787796952915736E-01 a      1340     0   112     1     8
 -2.6363243630123856E+00 a      1341     0   112     1     9
 -9.3125052129263175E-01 a      1342     0   112     1    10
  7.7289748141134940E-01 a      1343     0   112     1    11
  1.9597853093337856E+00 a      1344     0   112     1    12
  5.5369911000081340E-01 a      1345     0   113     1     1
  1.0828816385818807E+00 a      1346     0   113     1     2
 -1.0177175834138774E+00 a      1347     0   113     1     3
 -3.1148306052858493E-01 a      1348     0   113     1     4
 -1.2003939706896062E-01 a      1349     0   113     1     5
 -2.7394401268162767E+00 a      1350     0   113     1     6
 -5.6037409600153920E-01 a      1351     0   113     1     7
  3.2469632462008419E-01 a      1352     0   113     1     8
  1.0977696914922920E-01 a      1353     0   113     1     9
 -2.7740748050856079E-01 a      1354     0   113     1    10
 -3.0248500594432265E-01 a      1355     0   113     1    11
  1.0803655128569190E+00 a      1356     0   113     1    12
  1.3887242582749551E-01 a      1357     0   114     1     1
  2.6516166904539024E-01 a      1358     0   114     1     2
  1.1089858949214238E-02 a      1359     0   114     1     3
 -2.5900932876379001E-01 a      1360     0   114     1     4
 -1.2953151720251928E+00 a      1361     0   114     1     5
  1.0857571051105815E-01 a      1362     0   114     1     6
  1.2356057807265852E+00 a      1363     0   114     1     7
 -1.9857018238352808E-01 a      1364     0   114     1     8
 -1.8030905473138938E+00 a      1365     0   114     1     9
 -2.3132194541390597E-01 a      1366     0   114     1    10
  2.3069825455829074E+00 a      1367     0   114     1    11
 -9.6720187802543323E-01 a      1368     0   114     1    12
  4.1986273260699863E-01 a      1369     0   115     1     1
 -8.9006623781260397E-01 a      1370     0   115     1     2
  1.4999995538424584E+00 a      1371     0   115     1     3
  1.7747001984520168E+00 a      1372     0   115     1     4
 -1.1162109889811580E+00 a      1373     0   115     1     5
 -9.0301714981364511E-01 a      1374     0   115     1     6
  2.6249464562530869E+00 a      1375     0   115     1     7
  2.3940357311541674E-01 a      1376     0   115     1     8
  3.6077334479848661E-01 a      1377     0   115     1     9
  5.1819803584315216E-01 a      1378     0   115     1    10
 -1.1326785625870666E+00 a      1379     0   115     1    11
 -9.5917457676872386E-01 a      1380     0   115     1    12
  6.8384188034210347E-01 a      1381     0   116     1     1
  2.4090603679021641E-01 a      1382     0   116     1     2
  5.8016110336532645E-01 a      1383     0   116     1     3
 -6.4672525189548125E-01 a      1384     0   116     1     4
 -2.4613541183754672E+00 a      1385     0   116     1     5
  1.2774519215118560E+00 a      1386     0   116     1     6
  5.6654681270125046E-02 a      1387     0   116     1     7
  1.2671964741576363E-03 a      1388     0   116     1     8
  2.4213937410489561E+00 a      1389     0   116     1     9
  5.9576623016865893E-01 a      1390     0   116     1    10
 -1.4402783631475120E+00 a      1391     0   116     1    11
 -1.1122083229132458E+00 a      1392     0   116     1    12
 -8.6324841572213207E-01 a      1393     0   117     1     1
 -6.7463652196632695E-01 a      1394     0   117     1     2
  2.2799794201948047E+00 a      1395     0   117     1     3
 -1.9063968958646471E-01 a      1396     0   117     1     4
  3.5487377753118843E-01 a      1397     0   117     1     5
  2.2446398110766266E+00 a      1398     0   117     1     6
 -5.2785121158844217E-01 a      1399     0   117     1     7
 -5.0674183954999363E-01 a      1400     0   117     1     8
 -2.0544755226571962E-01 a      1401     0   117     1     9
  3.5097085749093065E-01 a      1402     0   117     1    10
  5.7503970847991093E-01 a      1403     0   117     1    11
 -1.2632978867591405E+00 a      1404     0   117     1    12
 -4.6981023241989384E-01 a      1405     0   118     1     1
  5.2082237352180827E-01 a      1406     0   118     1     2
  1.4052682188897100E-01 a      1407     0   118     1     3
  4.6711231790080249E-01 a      1408     0   118     1     4
  1.5705391772244783E+00 a      1409     0   118     1     5
 -1.0438472399468641E+00 a      1410     0   118     1     6
 -9.3823636648287001E-01 a      1411     0   118     1     7
 -3.4921237506897025E-02 a      1412     0   118     1     8
 -1.6611596481379551E-01 a      1413     0   118     1     9
 -3.7240637871786603E-01 a      1414     0   118     1    10
 -1.1264826762617972E+00 a      1415     0   118     1    11
  9.2333695188325493E-01 a      1416     0   118     1    12
 -7.7783370262429305E-02 a      1417     0   119     1     1
  1.2111066579021466E+00 a      1418     0   119     1     2
  2.0632041296108159E-02 a      1419     0   119     1     3
 -7.5124966205185073E-01 a      1420     0   119     1     4
  3.5395934362789716E-01 a      1421     0   119     1     5
 -2.2888260376046937E-01 a      1422     0   119     1     6
 -2.0701767663390864E+00 a      1423     0   119     1     7
 -3.8277247143402977E-02 a      1424     0   119     1     8
  9.1381388698745555E-02 a      1425     0   119     1     9
 -7.8200361038393040E-01 a      1426     0   119     1    10
 -6.1432756535874912E-02 a      1427     0   119     1    11
  9.4673740941098039E-01 a      1428     0   119     1    12
 -1.2214595549511971E-01 a      1429     0   120     1     1
 -7.3345221152473411E-02 a      1430     0   120     1     2
 -5.4933444806199472E-01 a      1431     0   120     1     3
 -1.1154136129339658E-01 a      1432     0   120     1     4
 -6.0912030995419264E-01 a      1433     0   120     1     5
 -5.2892082500272342E-01 a      1434     0   120     1     6
  3.7934756085515992E-01 a      1435     0   120     1     7
  1.7874632981530267E-01 a      1436     0   120     1     8
 -3.0030821107590894E-01 a      1437     0   120     1     9
  6.5119367282545776E-02 a      1438     0   120     1    10
  4.2130366261008814E-02 a      1439     0   120     1    11
 -3.7530977781761371E-01 a      1440     0   120     1    12
  2.4316103719413748E-01 a      1441     0   121     1     1
 -3.4212793220358090E-01 a      1442     0   121     1     2
  4.2799595509575838E-01 a      1443     0   121     1     3
  7.5759825186371899E-01 a      1444     0   121     1     4
 -1.1836347770623279E-01 a      1445     0   121     1     5
 -1.1949517603284603E+00 a      1446     0   121     1     6
  1.4721274432404614E+00 a      1447     0   121     1     7
  2.6151861872555565E-01 a      1448     0   121     1     8
 -3.3789069241171144E-01 a      1449     0   121     1     9
  5.4130418923463208E-02 a      1450     0   121     1    10
 -2.7409780318028276E-01 a      1451     0   121     1    11
  2.0524517312448817E-01 a      1452     0   121     1    12
 -5.5153150782969007E-01 a      1453     0   122     1     1
  2.5447843261264036E-01 a      1454     0   122     1     2
  1.1359813103867550E-01 a      1455     0   122     1     3
  9.1063201260845564E-02 a      1456     0   122     1     4
  7.4059281885201622E-01 a      1457     0   122     1     5
  4.6963123849012273E-01 a      1458     0   122     1     6
 -1.1253592186284549E+00 a      1459     0   122     1     7
  3.2222392886209889E-01 a      1460     0   122     1     8
 -6.2516218085741440E-02 a      1461     0   122     1     9
  3.3357481438945530E-01 a      1462     0   122     1    10
  3.1545759350409813E-01 a      1463     0   122     1    11
  3.3283386250553820E-01 a      1464     0   122     1    12
 -4.1244309010884822E-01 a      1465     0   123     1     1
  1.8417517158511348E-01 a      1466     0   123     1     2
  1.0842836784861154E+00 a      1467     0   123     1     3
 -8.0744993442900925E-01 a      1468     0   123     1     4
  2.0572455793306113E-01 a      1469     0   123     1     5
  8.6943312753297619E-01 a      1470     0   123     1     6
 -8.3690000367018824E-01 a      1471     0   123     1     7
 -1.8618117514867369E-01 a      1472     0   123     1     8
 -3.0243217720721124E-02 a      1473     0   123     1     9
 -2.9635475023012850E-02 a      1474     0   123     1    10
  1.1876892206899257E-01 a      1475     0   123     1    11
 -2.7049658422986067E-01 a      1476     0   123     1    12
  4.6818692949433915E-01 a      1477     0   124     1     1
 -2.1051990484181465E-01 a      1478     0   124     1     2
  7.3826254291290960E-01 a      1479     0   124     1     3
 -6.6741261274811037E-01 a      1480     0   124     1     4
 -2.0456338776788910E-01 a      1481     0   124     1     5
 -4.6597724699294879E-01 a      1482     0   124     1     6
  1.5069838614855349E+00 a      1483     0   124     1     7
 -2.1747833656022025E-01 a      1484     0   124     1     8
 -3.8267322282281985E-01 a      1485     0   124     1     9
  4.4039947433895321E-01 a      1486     0   124     1    10
 -1.2974466170339977E-01 a      1487     0   124     1    11
  1.2693889000258748E-01 a      1488     0   124     1    12
  1.2884801274846505E+00 a      1489     0   125     1     1
 -2.4229001951261681E-01 a      1490     0   125     1     2
 -8.9929673065688909E-01 a      1491     0   125     1     3
  7.3164204702323843E-01 a      1492     0   125     1     4
 -4.4638670006633896E-01 a      1493     0   125     1     5
 -7.1716888612872343E-01 a      1494     0   125     1     6
 -8.4567005550229346E-01 a      1495     0   125     1     7
  1.0222916699221165E+00 a      1496     0   125     1     8
 -1.0036746102476368E-01 a      1497     0   125     1     9
 -5.4186962934358951E-01 a      1498     0   125     1    10
 -7.5992932605824060E-01 a      1499     0   125     1    11
  2.9389318735697700E-01 a      1500     0   125     1    12
  1.6745175059183651E-01 a      1501     0   126     1     1
  5.6711121444756640E-01 a      1502     0   126     1     2
  1.8378317373905442E+00 a      1503     0   126     1     3
 -1.5883051145207019E+00 a      1504     0   126     1     4
 -1.5716416627514460E-01 a      1505     0   126     1     5
  1.7296146440125354E-01 a      1506     0   126     1     6
  8.6522893386319388E-01 a      1507     0   126     1     7
 -1.0655917592376691E+00 a      1508     0   126     1     8
  1.5555215650462877E+00 a      1509     0   126     1     9
  3.4968103506573484E-01 a      1510     0   126     1    10
 -2.2618799298955432E+00 a      1511     0   126     1    11
 -1.2178064482585056E+00 a      1512     0   126     1    12
  2.3443777724504051E+00 a      1513     0   127     1     1
 -6.2283980664489158E-01 a      1514     0   127     1     2
  1.8263646893300658E-01 a      1515     0   127     1     3
  9.8038096799121066E-01 a      1516     0   127     1     4
 -3.4653998866468760E-01 a      1517     0   127     1     5
 -7.9327910133071233E-01 a      1518     0   127     1     6
 -2.1694407761345640E+00 a      1519     0   127     1     7
  4.3064372476357493E-01 a      1520     0   127     1     8
 -1.5459121522833960E-01 a      1521     0   127     1     9
 -4.3195229886074316E-01 a      1522     0   127     1    10
 -1.8901931079718934E+00 a      1523     0   127     1    11
  7.5672469773898177E-01 a      1524     0   127     1    12
 -3.8857783434574050E-01 a      1525     0   128     1     1
  6.2332784295354715E-01 a      1526     0   128     1     2
  4.4920743621234847E+00 a      1527     0   128     1     3
 -2.7155473785620239E+00 a      1528     0   128     1     4
  1.9996059895993623E+00 a      1529     0   128     1     5
  2.8882808978720358E+00 a      1530     0   128     1     6
  1.6995816226353220E+00 a      1531     0   128     1     7
 -2.6840436617624555E+00 a      1532     0   128     1     8
  1.1399186918249717E+00 a      1533     0   128     1     9
  1.3653391456063697E+00 a      1534     0   128     1    10
 -1.1292466633480907E+00 a      1535     0   128     1    11
 -1.6621971785782186E+00 a      1536     0   128     1    12
  2.3419911133181808E+00 a      1537     0   129     1     1
  3.0744040794077854E-01 a      1538     0   129     1     2
  6.7696324064356062E-01 a      1539     0   129     1     3
  9.4161339110348397E-01 a      1540     0   129     1     4
 -1.1263785187264370E+00 a      1541     0   129     1     5
 -1.5187912328141495E-01 a      1542     0   129     1     6
 -1.3663896443673722E+00 a      1543     0   129     1     7
  5.3320275116755189E-01 a      1544     0   129     1     8
  2.4376922247033000E-01 a      1545     0   129     1     9
 -1.1605211068586674E+00 a      1546     0   129     1    10
 -2.1604424352562956E+00 a      1547     0   129     1    11
  3.9642608238666516E-01 a      1548     0   129     1    12
 -1.0002295180681666E+00 a      1549     0   130     1     1
  6.5760062967704336E-01 a      1550     0   130     1     2
  9.8250508932822322E-01 a      1551     0   130     1     3
 -1.4659625017370472E+00 a      1552     0   130     1     4
 -8.2094503490022819E-01 a      1553     0   130     1     5
  1.8778983212425762E+00 a      1554     0   130     1     6
  2.9606559386273501E+00 a      1555     0   130     1     7
 -1.1648008858061973E+00 a      1556     0   130     1     8
  1.4754830314726510E+00 a      1557     0   130     1     9
  8.9977413373475390E-01 a      1558     0   130     1    10
 -1.6925065619405188E+00 a      1559     0   130     1    11
 -8.9134747826209149E-01 a      1560     0   130     1    12
 -3.1373893764101785E-01 a      1561     0   131     1     1
  1.9408490283467996E+00 a      1562     0   131     1     2
 -5.6526097799998209E-01 a      1563     0   131     1     3
  2.2746319904814611E+00 a      1564     0   131     1     4
 -2.9954753718412968E+00 a      1565     0   131     1     5
 -6.2576183579299558E+00 a      1566     0   131     1     6
  6.7397325387506068E-01 a      1567     0   131     1     7
  9.9939952179385105E-01 a      1568     0   131     1     8
